u,v,key,osmid,highway,ref,oneway,reversed,length,geometry,name,lanes,maxspeed,junction
521806811,11082400202,0,42036554,tertiary,,False,False,28.662322036962873,"LINESTRING (51.1999214 43.6434302, 51.2002776 43.6434313)",,,,
521806811,1976813536,0,42036554,tertiary,,False,True,51.47276766749784,"LINESTRING (51.1999214 43.6434302, 51.1992897 43.6435031)",,,,
521806811,11082429817,0,186940906,residential,,False,False,36.498224174569955,"LINESTRING (51.1999214 43.6434302, 51.2000354 43.6437479)",,,,
521806814,1976930502,0,42036554,tertiary,,False,False,106.44147175909617,"LINESTRING (51.1964204 43.6439191, 51.1970612 43.6438961, 51.1976324 43.6438351, 51.1977325 43.6438151)",,,,
521806814,1976813542,0,42036554,tertiary,,False,True,131.29864426009445,"LINESTRING (51.1964204 43.6439191, 51.1952245 43.6439015, 51.194789 43.6438951)",,,,
521806814,6848128779,0,"[731139415, 731139414, 186944455]",unclassified,,False,False,767.3406400083709,"LINESTRING (51.1964204 43.6439191, 51.1968458 43.6436046, 51.1968852 43.6435476, 51.1969031 43.6434828, 51.1969281 43.6429039, 51.1969982 43.6412794, 51.1969878 43.6412405, 51.1969516 43.6412027, 51.1965868 43.640949, 51.1965478 43.6409346, 51.1965081 43.6409308, 51.1956292 43.6409295, 51.193582 43.6409265, 51.1934712 43.6409109, 51.1933764 43.6408701, 51.1933211 43.64082, 51.1932998 43.6407692, 51.1932568 43.6400514, 51.1932354 43.6400187, 51.1931924 43.6400024, 51.192601 43.6400002)",,,,
521806870,5500402536,0,1457754731,tertiary,,False,False,9.46005808529003,"LINESTRING (51.1856407 43.6892041, 51.185748 43.6891692)",,,,
521806870,5027483858,0,"[1218658800, 1383298301]",tertiary,,False,"[False, True]",387.3773097396115,"LINESTRING (51.1856407 43.6892041, 51.1855364 43.68923, 51.1854663 43.6892474, 51.1849638 43.6893724, 51.1846807 43.6894469, 51.1839926 43.6896281, 51.1837323 43.6896889, 51.1836478 43.6897103, 51.1827548 43.6899993, 51.1822901 43.6901468, 51.1820732 43.6902332, 51.1815617 43.6904459, 51.1812306 43.6905835)",,,,
521806870,5153306580,0,"[1483888466, 1410823029]",secondary,,True,False,337.4507049025576,"LINESTRING (51.1856407 43.6892041, 51.1855461 43.6891208, 51.1852347 43.6888467, 51.1849427 43.6885228, 51.1846109 43.6881268, 51.1844196 43.6878365, 51.1841492 43.6873357, 51.1838203 43.6867463, 51.1837544 43.6866188, 51.18371 43.6865329)",,,,
521806877,5500399118,0,23371431,primary,KR-1,False,False,10.568141060553264,"LINESTRING (51.1902021 43.6917998, 51.1902774 43.6917219)",,,,
521806877,2388457054,0,23371431,primary,KR-1,False,True,253.6249067117853,"LINESTRING (51.1902021 43.6917998, 51.1900798 43.6919242, 51.1883743 43.6936588)",,,,
521806877,11265654199,0,1483888467,secondary,,True,False,196.5566587425713,"LINESTRING (51.1902021 43.6917998, 51.189899 43.6916416, 51.188838 43.6910879, 51.1882198 43.6907653)",,,,
1341950355,1341950361,0,119417648,secondary,KR-3,True,False,45.656547729876046,"LINESTRING (51.1670519 43.650492, 51.1669385 43.650489, 51.1668312 43.6504621, 51.1667395 43.6504137, 51.1666714 43.650348, 51.1666329 43.6502708)",,3,,roundabout
1341950355,1916798154,0,181237994,secondary,,True,False,42.706958815966956,"LINESTRING (51.1670519 43.650492, 51.1667782 43.6505138, 51.1665659 43.6506166)",,,,
1341950361,1916798147,0,181238018,secondary,,True,False,45.14021202713442,"LINESTRING (51.1666329 43.6502708, 51.1664276 43.649893)",Сәтбаев Көшесі,2,,
1341950361,1916798149,0,119417648,secondary,KR-3,True,False,51.61197175188441,"LINESTRING (51.1666329 43.6502708, 51.166629 43.650178, 51.1666676 43.6500895, 51.1667443 43.6500151, 51.1668507 43.6499632, 51.1669748 43.6499396)",,3,,roundabout
1341950367,5083515475,0,23371431,primary,KR-1,False,False,7.881265623346303,"LINESTRING (51.1956762 43.6857381, 51.1956974 43.6856689)",,,,
1341950367,1978435563,0,23371431,primary,KR-1,False,True,343.77305669180646,"LINESTRING (51.1956762 43.6857381, 51.1955482 43.686102, 51.1955077 43.6861806, 51.195326 43.686568, 51.1952852 43.6866252, 51.1950955 43.6868911, 51.195015 43.687004, 51.1947732 43.6872927, 51.1946722 43.6874133, 51.194438 43.6876372, 51.194127 43.6879345, 51.193626 43.6884135)",,,,
1341950367,5083515479,0,187088843,secondary,,True,False,115.48595806070318,"LINESTRING (51.1956762 43.6857381, 51.1952363 43.6856207, 51.1942944 43.6854614)",,,,
1341950377,1916798147,0,589850883,secondary,,False,True,34.684259248235904,"LINESTRING (51.1660778 43.6497107, 51.1664276 43.649893)",Сәтбаев Көшесі,4,,
1341950377,2198072358,0,32343680,tertiary,,False,True,261.6859388057085,"LINESTRING (51.1660778 43.6497107, 51.1670149 43.6487276, 51.167121 43.6485515, 51.1671475 43.6485076, 51.1671751 43.6484617, 51.1673314 43.6482024, 51.1674253 43.6479092, 51.1674274 43.647624)",,2,,
1341950377,1978434784,0,579263317,secondary,,False,False,556.901594718564,"LINESTRING (51.1660778 43.6497107, 51.1653141 43.6493106, 51.1648598 43.6490691, 51.1644045 43.6488498, 51.1639753 43.6486596, 51.1635838 43.6485378, 51.1632899 43.6484678, 51.1629752 43.6484408, 51.1626363 43.648427, 51.1624191 43.6484258, 51.1601477 43.6484288, 51.1596635 43.6484278)",Сәтбаев Көшесі,2,,
1341950377,364098952,0,579263320,secondary,,False,False,438.7945715789726,"LINESTRING (51.1660778 43.6497107, 51.1659272 43.6498549, 51.1629151 43.6529255)",,,,
1341950403,2388457254,0,572695273,secondary,,False,True,100.0638652488971,"LINESTRING (51.1405734 43.668258, 51.1394995 43.6687123)",,,,
1341950403,7373488463,0,788675577,residential,,False,False,154.12368467261672,"LINESTRING (51.1405734 43.668258, 51.1414728 43.6694819)",,,,
1341950403,1341950443,0,572695273,secondary,,False,False,217.0540726285838,"LINESTRING (51.1405734 43.668258, 51.1411548 43.6680289, 51.1418255 43.6677798, 51.1427202 43.6674275, 51.1429537 43.6673386)",,,,
1341950443,5154733108,0,572695273,secondary,,False,False,353.10393536499566,"LINESTRING (51.1429537 43.6673386, 51.143601 43.6671147, 51.1439353 43.6670413, 51.1445791 43.6669067, 51.1449262 43.6668473, 51.145024 43.6668302, 51.1454992 43.6667402, 51.1458371 43.6666981, 51.1471687 43.6664927)",,,,
1341950443,1341950403,0,572695273,secondary,,False,True,217.05407262858378,"LINESTRING (51.1429537 43.6673386, 51.1427202 43.6674275, 51.1418255 43.6677798, 51.1411548 43.6680289, 51.1405734 43.668258)",,,,
1341950443,7373488480,0,788675596,residential,,False,False,219.50192761471902,"LINESTRING (51.1429537 43.6673386, 51.1430314 43.6675092, 51.1431934 43.6678163, 51.1435059 43.6682752, 51.1436158 43.6684847, 51.1437117 43.668817, 51.143785 43.669204)",,,,
1341950459,1916798155,0,181238002,secondary,KR-3,True,False,47.29088006567811,"LINESTRING (51.1673927 43.6502134, 51.1674537 43.6506364)",Сәтбаев көшесі,,,
1341950459,1341950355,0,119417648,secondary,KR-3,True,False,45.17271876902201,"LINESTRING (51.1673927 43.6502134, 51.1673774 43.6502939, 51.1673305 43.6503677, 51.167256 43.6504285, 51.1671604 43.6504712, 51.1670519 43.650492)",,3,,roundabout
1341950471,4208710001,0,119417654,residential,,False,False,326.29062331972244,"LINESTRING (51.146599 43.6583298, 51.1472137 43.6577029, 51.1473721 43.6575309, 51.1474348 43.657466, 51.147741 43.6571496, 51.1482814 43.6565911, 51.1488615 43.6559916, 51.1489222 43.6559246)",,,,
1341950471,521806409,0,119417654,residential,,False,True,640.3924430945137,"LINESTRING (51.146599 43.6583298, 51.1462992 43.6586544, 51.1462372 43.6587688, 51.1462349 43.658877, 51.1462767 43.6590124, 51.1464074 43.6594456, 51.1466319 43.6601894, 51.1469957 43.6614232, 51.1471086 43.6617321, 51.1471209 43.6617719, 51.1472301 43.6621252, 51.1475201 43.6630586, 51.1476061 43.6633423, 51.1477671 43.663491, 51.147877 43.6638568)",,,,
1341950471,4897123877,0,498255595,residential,,False,True,93.82792609742685,"LINESTRING (51.146599 43.6583298, 51.1461362 43.658074, 51.1456516 43.6578383)",,,,
1409415185,2388457078,0,127297263,tertiary,,False,True,122.60653168309436,"LINESTRING (51.1344372 43.6705933, 51.133811 43.6715986)",,,,
1409415185,5265790878,0,544769201,tertiary,,True,False,105.39702206385621,"LINESTRING (51.1344372 43.6705933, 51.1346734 43.6701644, 51.1347415 43.6700417, 51.1349192 43.6697119)",,,,
1409415192,1972769721,0,127297263,tertiary,,False,False,54.2773068798017,"LINESTRING (51.1298104 43.671633, 51.1304362 43.6718157)",,,,
1409415192,1972769683,0,186545281,residential,,False,False,199.43140249927052,"LINESTRING (51.1298104 43.671633, 51.1304323 43.6698968)",,,,
1409415192,13767263730,0,"[1504509837, 127297263]",tertiary,,False,True,73.14411475834002,"LINESTRING (51.1298104 43.671633, 51.1296579 43.67158, 51.1295258 43.6715051, 51.1291634 43.6713353, 51.1290689 43.67126)",,,,
1409415193,1972769724,0,127297263,tertiary,,False,True,52.60454941784048,"LINESTRING (51.1315875 43.6721519, 51.130981 43.6719748)",,,,
1409415193,521806380,0,127297264,residential,,False,True,219.57399361332793,"LINESTRING (51.1315875 43.6721519, 51.1322773 43.6702413)",,,,
1409415193,2388457078,0,127297263,tertiary,,False,False,223.7566361022777,"LINESTRING (51.1315875 43.6721519, 51.1323885 43.6723849, 51.1325811 43.6723984, 51.1327431 43.672392, 51.1329503 43.6723372, 51.1331523 43.6722088, 51.1336058 43.671746, 51.133811 43.6715986)",,,,
1437203737,5500402572,0,187088818,secondary,,True,False,6.6755823665838605,"LINESTRING (51.178368 43.6761685, 51.1784445 43.6761452)",,,,
1437203737,4194828967,0,1483845641,secondary,,True,False,172.54759246661072,"LINESTRING (51.178368 43.6761685, 51.1776343 43.6747103)",,,,
1437203738,5313486734,0,1482875687,secondary,,True,False,13.85377174655973,"LINESTRING (51.1683834 43.6789167, 51.1685225 43.6789902)",,,,
1437203738,1978369527,0,"[327949235, 1482875686]",secondary,,True,False,196.26776105136292,"LINESTRING (51.1683834 43.6789167, 51.1686405 43.6788242, 51.1706472 43.6782592)",,,,
1697322638,4897123873,0,1281941353,secondary,,False,True,9.067575175712106,"LINESTRING (51.1569421 43.6477102, 51.1570359 43.6477554)",Сәтбаев Көшесі,2,,
1697322638,4157959879,0,32343670,secondary,,True,False,306.0097477731508,"LINESTRING (51.1569421 43.6477102, 51.1570756 43.6475755, 51.1579727 43.6466649, 51.1591509 43.6454699)",проспект президента Республики Казахстан,2,,
1697322638,364099249,0,186806526,tertiary,,False,False,147.33591632256042,"LINESTRING (51.1569421 43.6477102, 51.156758 43.6476172, 51.1566985 43.6475857, 51.1562097 43.6473267, 51.1554484 43.6469439)",улица Каниша Сатбаева,3,,
1697355687,1697355706,0,157503031,residential,,False,False,21.8320879569578,"LINESTRING (51.1466381 43.6511048, 51.1464696 43.6509509)",,,,
1697355687,521806230,0,1383051264,residential,,False,True,40.32701053928198,"LINESTRING (51.1466381 43.6511048, 51.1468099 43.6507641)",,,,
1697355687,1697355702,0,157503031,residential,,False,True,904.7704905042112,"LINESTRING (51.1466381 43.6511048, 51.1472945 43.6521827, 51.1473372 43.6523733, 51.1473313 43.6525582, 51.1472638 43.652832, 51.1471228 43.6530963, 51.1463266 43.6539042, 51.1461911 43.6539886, 51.1458732 43.6541031, 51.1456848 43.6541904, 51.1455058 43.6543323, 51.1452671 43.6545427, 51.145252 43.654643, 51.1452862 43.6549246, 51.1452318 43.6550832, 51.1443471 43.6560156, 51.1444759 43.6569626, 51.1441755 43.6572964, 51.1436644 43.6577775, 51.1435447 43.6579069, 51.1434574 43.6580136, 51.1434084 43.6581075)",,,,
1697355702,1697355687,0,157503031,residential,,False,False,904.7704905042112,"LINESTRING (51.1434084 43.6581075, 51.1434574 43.6580136, 51.1435447 43.6579069, 51.1436644 43.6577775, 51.1441755 43.6572964, 51.1444759 43.6569626, 51.1443471 43.6560156, 51.1452318 43.6550832, 51.1452862 43.6549246, 51.145252 43.654643, 51.1452671 43.6545427, 51.1455058 43.6543323, 51.1456848 43.6541904, 51.1458732 43.6541031, 51.1461911 43.6539886, 51.1463266 43.6539042, 51.1471228 43.6530963, 51.1472638 43.652832, 51.1473313 43.6525582, 51.1473372 43.6523733, 51.1472945 43.6521827, 51.1466381 43.6511048)",,,,
1697355702,1972769531,0,157503031,residential,,False,True,224.43776620690014,"LINESTRING (51.1434084 43.6581075, 51.1431588 43.6593214, 51.1431724 43.659367, 51.1432015 43.659465, 51.1432931 43.6596397, 51.143418 43.6597723, 51.1435638 43.6598657, 51.1437355 43.6599602)",,,,
1697355702,2354474112,0,498812383,residential,,False,True,252.62421181709632,"LINESTRING (51.1434084 43.6581075, 51.1425317 43.6590403, 51.1425097 43.6590597, 51.1420999 43.6594207, 51.1417405 43.6596574, 51.1414079 43.6597855, 51.1413704 43.6597897)",,,,
1697355706,1697355687,0,157503031,residential,,False,True,21.8320879569578,"LINESTRING (51.1464696 43.6509509, 51.1466381 43.6511048)",,,,
1697355706,4901494530,0,"[42036557, 186545277]",residential,,False,False,795.0205180944257,"LINESTRING (51.1464696 43.6509509, 51.1448499 43.651767, 51.1446926 43.6518808, 51.1444917 43.6520262, 51.1434018 43.6531549, 51.1432978 43.6532626, 51.1426908 43.6538926, 51.1425887 43.653997, 51.1423328 43.6543014, 51.1421897 43.6545538, 51.1419148 43.6556955, 51.1414465 43.6557249, 51.1412227 43.6557389, 51.1404749 43.6557858, 51.140314 43.6558005)",14 микрорайон,,,
1697355706,521806230,0,42036557,residential,,False,True,34.51126721402453,"LINESTRING (51.1464696 43.6509509, 51.146681 43.6508524, 51.1468099 43.6507641)",14 микрорайон,,,
1893110246,521806555,0,500324680,tertiary,,False,False,288.1117482612731,"LINESTRING (51.1713472 43.6420654, 51.1722092 43.6412003, 51.1732735 43.6401053, 51.1734521 43.6399719)",,4,,
1893110246,2679535258,0,1411071027,tertiary,,False,True,152.57174540924882,"LINESTRING (51.1713472 43.6420654, 51.1712179 43.6421949, 51.1702368 43.6431776)",,,,
1893110246,2689815214,0,"[498798536, 1411071028]",tertiary,,False,True,234.3675109842506,"LINESTRING (51.1713472 43.6420654, 51.1711607 43.6419656, 51.1705358 43.6416312, 51.1695635 43.6411243, 51.1691124 43.6408892, 51.1689914 43.6408261)",улица Юбилейная,,,
1916798032,4897070937,0,498249408,residential,,False,True,184.2149036377686,"LINESTRING (51.1715773 43.6305909, 51.1724801 43.631978, 51.1725768 43.6320796)",,,,
1916798044,4887127836,0,181238048,secondary,,False,True,143.49823854413987,"LINESTRING (51.1918525 43.6353291, 51.1918533 43.6354841, 51.1918591 43.6366196)",,,,
1916798044,521806471,0,415470116,secondary,,False,True,217.37917016602142,"LINESTRING (51.1918525 43.6353291, 51.1911039 43.6353318, 51.1891514 43.6353387)",,4,,
1916798134,4887127836,0,181238048,secondary,,False,False,713.1908583269517,"LINESTRING (51.185851 43.640778, 51.1892378 43.6391133, 51.1909105 43.6382993, 51.1910344 43.6382335, 51.1911211 43.6381875, 51.1911307 43.6381828, 51.1914615 43.6380085, 51.1915898 43.6379409, 51.1916856 43.6378748, 51.1918193 43.6377296, 51.1918639 43.6375845, 51.1918632 43.6374399, 51.1918622 43.6372414, 51.1918619 43.6371793, 51.1918591 43.6366196)",,,,
1916798134,521806626,0,181238048,secondary,,False,True,70.5116409584858,"LINESTRING (51.185851 43.640778, 51.1856284 43.6408871, 51.1854613 43.6409481, 51.1852857 43.6410041, 51.1850725 43.6410633)",,,,
1916798134,521806647,0,797708154,tertiary_link,,False,False,56.479510464377924,"LINESTRING (51.185851 43.640778, 51.1858035 43.6409044, 51.1857957 43.641003, 51.1858141 43.6410831, 51.185854 43.6411564, 51.1859228 43.6412636)",,,,
1916798147,1916798149,0,181238006,secondary,,True,False,44.330233200837085,"LINESTRING (51.1664276 43.649893, 51.1669748 43.6499396)",Сәтбаев Көшесі,2,,
1916798147,1341950377,0,589850883,secondary,,False,False,34.684259248235904,"LINESTRING (51.1664276 43.649893, 51.1660778 43.6497107)",Сәтбаев Көшесі,4,,
1916798149,364099316,0,181237996,secondary,,True,False,41.47192673629755,"LINESTRING (51.1669748 43.6499396, 51.167423 43.6497554)",,,,
1916798149,1341950459,0,119417648,secondary,KR-3,True,False,50.71790693792891,"LINESTRING (51.1669748 43.6499396, 51.1671005 43.6499465, 51.1672163 43.6499825, 51.1673098 43.6500437, 51.1673708 43.6501235, 51.1673927 43.6502134)",,3,,roundabout
1916798154,1916798157,0,101388133,secondary,,False,False,39.35840134396405,"LINESTRING (51.1665659 43.6506166, 51.1663229 43.6509238)",,,,
1916798154,1341950361,0,181238004,secondary,,True,False,38.8272845592122,"LINESTRING (51.1665659 43.6506166, 51.1666329 43.6502708)",,,,
1916798155,1341950355,0,181238003,secondary,KR-3,True,False,36.318893679463976,"LINESTRING (51.1674537 43.6506364, 51.1673512 43.6505814, 51.1670519 43.650492)",Сәтбаев көшесі,,,
1916798155,521806604,0,"[579263324, 593686445, 415470119]",secondary,KR-3,False,False,389.5984859578199,"LINESTRING (51.1674537 43.6506364, 51.1680375 43.6511787, 51.1687217 43.6518427, 51.1688364 43.651954, 51.1694071 43.6525078, 51.1702705 43.653334, 51.1703566 43.6533948, 51.1703867 43.653423)","['улица Каниша Сатбаева', 'Сәтбаев көшесі']",4,,
1916798157,1916798154,0,101388133,secondary,,False,True,39.35840134396405,"LINESTRING (51.1663229 43.6509238, 51.1665659 43.6506166)",,,,
1916798157,364098967,0,487479169,tertiary,,True,False,276.6982841187323,"LINESTRING (51.1663229 43.6509238, 51.1663122 43.6510809, 51.1662059 43.6515197, 51.1661652 43.6517581, 51.1661451 43.6518358, 51.1661155 43.65191, 51.1660355 43.6520061, 51.1656822 43.6523907, 51.1649339 43.6531285)",,,,
1916798157,364098959,0,1281941356,secondary,,False,True,263.83430628617856,"LINESTRING (51.1663229 43.6509238, 51.1647433 43.6524981, 51.1644016 43.6528466)",,,,
1916798182,9612448518,0,181238035,tertiary,,True,False,41.09225958202966,"LINESTRING (51.1510583 43.6517937, 51.1511067 43.6518592, 51.1513243 43.652109)",,,,
1916798182,521806290,0,509291241,secondary_link,,True,False,83.76368423779675,"LINESTRING (51.1510583 43.6517937, 51.1512662 43.6519719, 51.1516811 43.6521792, 51.1518554 43.6522698)",,,,
1916798204,9612448517,0,181237991,secondary,,True,False,10.285983767295788,"LINESTRING (51.1514911 43.6527881, 51.1513869 43.6528417)",,,,roundabout
1916798250,3343573260,0,181237992,secondary,,True,False,56.93999925583122,"LINESTRING (51.1584528 43.6730166, 51.1587297 43.673405, 51.1587784 43.6734713)",,,,roundabout
1916798252,1916798250,0,181237992,secondary,,True,False,45.99827973461764,"LINESTRING (51.1579447 43.6730295, 51.1580828 43.6729521, 51.15827 43.6729425, 51.1584528 43.6730166)",,,,roundabout
1916798252,5214110128,0,"[181238010, 572697682]",secondary,,True,False,332.7683843243231,"LINESTRING (51.1579447 43.6730295, 51.1580154 43.6728025, 51.1580492 43.6725739, 51.1580433 43.6723394, 51.1580063 43.6721578, 51.1579465 43.6719494, 51.1578164 43.6715498, 51.1576538 43.6710279, 51.1574638 43.6703825, 51.1573761 43.6700957)",,,,
1916798255,1916798252,0,181237992,secondary,,True,False,66.6865104408204,"LINESTRING (51.157704 43.6736034, 51.1579447 43.6730295)",,,,roundabout
1916798267,1916798255,0,181237992,secondary,,True,False,78.42778725450756,"LINESTRING (51.1580294 43.6742482, 51.1578289 43.6740602, 51.1577346 43.6738331, 51.157704 43.6736034)",,,,roundabout
1916798267,1916798269,0,181238001,secondary,,True,False,103.80338024707467,"LINESTRING (51.1580294 43.6742482, 51.1569818 43.6742792, 51.15674 43.6742894)",,,,
1916798269,7721793124,0,827087086,secondary,,True,False,88.77560182472276,"LINESTRING (51.15674 43.6742894, 51.1556591 43.6744513)",,,,
1916798269,7721793165,0,"[827087094, 1190288286]",residential,,False,"[False, True]",490.43261141265583,"LINESTRING (51.15674 43.6742894, 51.1567736 43.674398, 51.1568445 43.6747919, 51.1569039 43.6754378, 51.1573433 43.6754329, 51.1574239 43.675432, 51.1576988 43.675455, 51.1579737 43.6754961, 51.1581373 43.675562, 51.1584533 43.6756955, 51.1585216 43.6757265, 51.15906 43.6759713, 51.1598603 43.6764033, 51.1605727 43.6767878, 51.1606452 43.6768327, 51.1607787 43.6769086)",,,,
1916798295,1916798267,0,181237992,secondary,,True,False,63.134965412061845,"LINESTRING (51.1587976 43.6743597, 51.1586604 43.6743522, 51.1583702 43.6742977, 51.1580294 43.6742482)",,,,roundabout
1916798305,521806764,0,187081160,secondary,,True,False,18.734047895964753,"LINESTRING (51.1620781 43.6758294, 51.1622361 43.6757056)",,,,
1916798305,1916798295,0,181237987,secondary,,True,False,311.9852579066732,"LINESTRING (51.1620781 43.6758294, 51.1619101 43.6757411, 51.1618049 43.6756791, 51.1604866 43.67498, 51.1603777 43.6749322, 51.1600953 43.674788, 51.1599564 43.674726, 51.1598536 43.6746894, 51.1597654 43.674658, 51.1590277 43.6744306, 51.1587976 43.6743597)",,,,
1916798309,1916798311,0,181238017,secondary_link,,False,False,16.385467733025383,"LINESTRING (51.1677612 43.6785914, 51.1676416 43.6787107)",,,,
1916798309,1437203738,0,"[181237990, 1482875687]",secondary,,True,False,61.74188174170634,"LINESTRING (51.1677612 43.6785914, 51.1680928 43.6787648, 51.1683834 43.6789167)",,,,
1916798311,1916798309,0,181238017,secondary_link,,False,True,16.385467733025383,"LINESTRING (51.1676416 43.6787107, 51.1677612 43.6785914)",,,,
1916798311,1978369522,0,1482875688,secondary,,True,False,203.7156325072158,"LINESTRING (51.1676416 43.6787107, 51.167564 43.6786714, 51.1655834 43.6776427)",,,,
1916798324,5501974558,0,1457144597,secondary,,True,False,9.746093194280698,"LINESTRING (51.172883 43.6813396, 51.172979 43.6813931)",,,,
1916798324,7037527053,0,"[1525824434, 1525824433, 226259018]",tertiary,,True,False,625.5371992671892,"LINESTRING (51.172883 43.6813396, 51.1730776 43.6812438, 51.1734613 43.6810805, 51.1736083 43.6810179, 51.1741487 43.6808263, 51.1744464 43.6807273, 51.1745437 43.6806919, 51.1748916 43.6805654, 51.1752199 43.6804782, 51.1755155 43.6803998, 51.1761297 43.6802367, 51.1763914 43.6801672, 51.1767143 43.6800815, 51.1780687 43.6798776, 51.1786334 43.6797935, 51.178911 43.6797521, 51.1800012 43.6796095, 51.1800324 43.6796054, 51.1802046 43.6795829)",,,,
1916798326,1916798324,0,572714011,tertiary,,True,False,16.672723245872792,"LINESTRING (51.1727262 43.6814377, 51.172883 43.6813396)",,,,
1916798326,5313486733,0,"[1482875688, 1457144596]",secondary,,True,False,433.25823626106484,"LINESTRING (51.1727262 43.6814377, 51.1726371 43.6813819, 51.1715032 43.6807275, 51.1714615 43.6807065, 51.1701402 43.6800402, 51.1685315 43.6791793, 51.1684032 43.6791148)",,,,
1916798328,1916798331,0,572714012,secondary,,False,False,16.71808566800225,"LINESTRING (51.1742446 43.6822783, 51.1740896 43.6823785)",,,,
1916798328,2351157123,0,226259014,residential,,False,False,334.8547765880502,"LINESTRING (51.1742446 43.6822783, 51.1744227 43.6822115, 51.1746639 43.682152, 51.175082 43.6820379, 51.1757299 43.6818408, 51.1763961 43.681646, 51.1769355 43.6814936, 51.1775186 43.6813387, 51.1778481 43.6812592, 51.1781375 43.681228)",31А микрорайон,,,
1916798328,9295082207,0,1457144597,secondary,,True,False,148.40551903985087,"LINESTRING (51.1742446 43.6822783, 51.1743419 43.6823628, 51.1749002 43.6828482, 51.1753171 43.6833592)",,,,
1916798331,1916798328,0,572714012,secondary,,False,True,16.71808566800225,"LINESTRING (51.1740896 43.6823785, 51.1742446 43.6822783)",,,,
1916798331,5501974559,0,1457144596,secondary,,True,False,143.098354769368,"LINESTRING (51.1740896 43.6823785, 51.1739544 43.6822836, 51.1729606 43.6815865, 51.172805 43.6814882)",,,,
1916798354,5508689016,0,1457144597,secondary,,True,False,9.823849930703737,"LINESTRING (51.1769571 43.6853591, 51.177021 43.6854344)",,,,
1916798354,5055208631,0,"[1483888480, 410149166]",secondary,,True,False,470.2021455987126,"LINESTRING (51.1769571 43.6853591, 51.177195 43.6852493, 51.1773717 43.6851677, 51.1775326 43.6850842, 51.1776866 43.6850103, 51.1779381 43.6848895, 51.1783914 43.6846956, 51.17864 43.6846091, 51.178858 43.6845441, 51.1791999 43.6844408, 51.1793221 43.6844085, 51.1797828 43.6843142, 51.1799095 43.6842882, 51.1804245 43.6842184, 51.1808348 43.6841641, 51.1809255 43.6841481, 51.1812494 43.6841194, 51.1822289 43.6840077, 51.1822591 43.6840031, 51.1823955 43.6839876)",,,60,
1916798356,1916798354,0,181238029,secondary,,True,False,16.802244320457916,"LINESTRING (51.176785 43.6854448, 51.1769571 43.6853591)",,,,
1916798356,1916798331,0,1457144596,secondary,,True,False,404.89073160044376,"LINESTRING (51.176785 43.6854448, 51.1766565 43.6852857, 51.1747326 43.6829324, 51.174188 43.6824633, 51.1740896 43.6823785)",,,,
1938284616,417765742,0,42036538,tertiary,,False,False,228.79212819623473,"LINESTRING (51.1599554 43.6369452, 51.1589108 43.6364042, 51.1588314 43.6363631, 51.1579532 43.6359082, 51.1578131 43.6358356, 51.1576434 43.6357478)",улица Юбилейная,2,,
1938284616,521806551,0,42036538,tertiary,,False,True,341.27610259487324,"LINESTRING (51.1599554 43.6369452, 51.1600483 43.6369934, 51.1610574 43.637516, 51.1611454 43.6375623, 51.1621 43.6380645, 51.1623467 43.6381943, 51.1631445 43.638614, 51.1633915 43.638744)",улица Юбилейная,2,,
1938284616,364099129,0,"[157647104, 1383051261, 1383051262]",residential,,False,"[False, True]",662.466979594389,"LINESTRING (51.1599554 43.6369452, 51.1596559 43.6372548, 51.1596252 43.6372865, 51.1591569 43.637465, 51.158881 43.6377446, 51.158634 43.637995, 51.1588722 43.6382351, 51.1591426 43.6383983, 51.1600043 43.6388492, 51.160089 43.6388935, 51.1604672 43.6390914, 51.1607804 43.6392718, 51.1608988 43.6393513, 51.1609395 43.6394907, 51.1610034 43.6397476, 51.1610555 43.6400006, 51.1611454 43.6402547, 51.1611762 43.6403201, 51.1612438 43.6403906, 51.1614917 43.6406095, 51.1616533 43.6407615, 51.1623483 43.6414035)",5 микрорайон,,,
1972769403,2353791078,0,186545282,residential,,False,False,16.492115238111534,"LINESTRING (51.1521865 43.6401614, 51.1522127 43.6400143)",,,,
1972769403,1972769404,0,186545282,residential,,False,True,71.90488110133477,"LINESTRING (51.1521865 43.6401614, 51.1520694 43.6404232, 51.1517734 43.6407267)",,,,
1972769403,1972769404,1,1502065057,residential,,False,False,94.54055500198515,"LINESTRING (51.1521865 43.6401614, 51.1520728 43.6401496, 51.1519495 43.6401457, 51.1517724 43.6403496, 51.1516477 43.6405213, 51.1516491 43.6406378, 51.1517734 43.6407267)",,,,
1972769404,1972769403,0,186545282,residential,,False,False,71.90488110133477,"LINESTRING (51.1517734 43.6407267, 51.1520694 43.6404232, 51.1521865 43.6401614)",,,,
1972769404,1972769403,1,1502065057,residential,,False,True,94.54055500198515,"LINESTRING (51.1517734 43.6407267, 51.1516491 43.6406378, 51.1516477 43.6405213, 51.1517724 43.6403496, 51.1519495 43.6401457, 51.1520728 43.6401496, 51.1521865 43.6401614)",,,,
