u,v,key,osmid,highway,ref,oneway,reversed,length,geometry,name,lanes,maxspeed,junction
4901248961,2388457118,0,572695273,secondary,,False,False,166.34888433415875,"LINESTRING (51.1353938 43.6687866, 51.1356249 43.668841, 51.136337 43.6689644, 51.1371066 43.6690837, 51.1374095 43.6691143)",,,,
4901248962,10636111272,0,418525626,residential,,False,False,12.841198941568187,"LINESTRING (51.1356483 43.6680123, 51.1354887 43.6680152)",,,,
4901248962,4901248961,0,498774030,secondary,,True,False,88.49832129279044,"LINESTRING (51.1356483 43.6680123, 51.1353938 43.6687866)",,,,
4901248962,4901248964,0,"[418525626, 1472410220, 498774039]",residential,,False,True,1159.4003554157835,"LINESTRING (51.1356483 43.6680123, 51.1357315 43.6679987, 51.1357932 43.6679803, 51.1358455 43.667955, 51.1359031 43.6678978, 51.1360141 43.6676159, 51.1361423 43.6673168, 51.1363964 43.6666117, 51.1366712 43.6660966, 51.1368592 43.6658309, 51.1369419 43.6657141, 51.1373624 43.6652141, 51.1377289 43.6648587, 51.137773 43.6648211, 51.1381036 43.6645394, 51.1385616 43.6642201, 51.1397783 43.6634414, 51.1400627 43.6632594, 51.1404087 43.663038, 51.1407591 43.6628138, 51.1413014 43.6624668, 51.1419555 43.6620482, 51.1421913 43.6618973, 51.1423264 43.6618108, 51.1424965 43.6617019, 51.1428103 43.6614709, 51.1429629 43.6613585, 51.1434042 43.6609458, 51.1437111 43.6605728, 51.1438456 43.6604066, 51.1439081 43.6602831, 51.1439637 43.6598709)",,,,
4901248963,1972769602,0,549178024,tertiary,,True,False,16.120321679391605,"LINESTRING (51.1403057 43.6628955, 51.1401844 43.6627801)",,,,
4901248963,4901248962,0,498774030,secondary,,True,False,701.1044630981952,"LINESTRING (51.1403057 43.6628955, 51.1400981 43.6630292, 51.1393719 43.6634907, 51.1380374 43.6643388, 51.1375454 43.6647305, 51.1371384 43.6651376, 51.1367681 43.665595, 51.1365867 43.665853, 51.1363368 43.6662591, 51.136143 43.6666395, 51.1357315 43.6678014, 51.1356483 43.6680123)",,,,
4901248964,12200782232,0,498774036,secondary,,True,False,17.82008896529238,"LINESTRING (51.1439637 43.6598709, 51.1438579 43.6600117)",,,,
4901248964,4901248962,0,"[418525626, 1472410220, 498774039]",residential,,False,False,1159.4003554157832,"LINESTRING (51.1439637 43.6598709, 51.1439081 43.6602831, 51.1438456 43.6604066, 51.1437111 43.6605728, 51.1434042 43.6609458, 51.1429629 43.6613585, 51.1428103 43.6614709, 51.1424965 43.6617019, 51.1423264 43.6618108, 51.1421913 43.6618973, 51.1419555 43.6620482, 51.1413014 43.6624668, 51.1407591 43.6628138, 51.1404087 43.663038, 51.1400627 43.6632594, 51.1397783 43.6634414, 51.1385616 43.6642201, 51.1381036 43.6645394, 51.137773 43.6648211, 51.1377289 43.6648587, 51.1373624 43.6652141, 51.1369419 43.6657141, 51.1368592 43.6658309, 51.1366712 43.6660966, 51.1363964 43.6666117, 51.1361423 43.6673168, 51.1360141 43.6676159, 51.1359031 43.6678978, 51.1358455 43.667955, 51.1357932 43.6679803, 51.1357315 43.6679987, 51.1356483 43.6680123)",,,,
4901248965,4901248964,0,498774044,secondary,,True,False,85.38632660953441,"LINESTRING (51.1444636 43.6591935, 51.1443118 43.6593992, 51.1439637 43.6598709)",,,,
4901334833,12886425762,0,1392088467,residential,,False,True,6.323600724813096,"LINESTRING (51.1448596 43.6803411, 51.1448485 43.6803974)",,,,
4901334833,10023956087,0,499463322,secondary,,True,False,200.13232801067028,"LINESTRING (51.1448596 43.6803411, 51.1458267 43.6802987, 51.1473459 43.6802675)",,,,
4901334833,10023956091,0,1094450717,residential,,False,False,239.443872762598,"LINESTRING (51.1448596 43.6803411, 51.1448537 43.6801625, 51.1448336 43.6795534, 51.1448175 43.6792614, 51.1445889 43.678201)",,,,
4901334840,12684803234,0,187081187,secondary,,True,False,35.812622361069096,"LINESTRING (51.1561513 43.6812045, 51.1563365 43.6809116)",,,,
4901334840,5501871897,0,1369675573,secondary,,True,False,12.980716065818239,"LINESTRING (51.1561513 43.6812045, 51.1562666 43.6812862)",,,,
4901334842,4901334843,0,498789357,tertiary,,True,False,15.349654160276096,"LINESTRING (51.1356366 43.6771306, 51.1354474 43.6771488)",,,,
4901334842,6100689294,0,"[551006952, 512468038]",secondary,,True,False,417.30730511668713,"LINESTRING (51.1356366 43.6771306, 51.1356455 43.6771837, 51.1356639 43.6772933, 51.13598 43.6791813, 51.1360287 43.6795004, 51.1362143 43.6807153, 51.136221 43.6807841, 51.1362894 43.6808404)",,,,
4901334843,5265790873,0,496854689,secondary,,True,False,13.319065342712296,"LINESTRING (51.1354474 43.6771488, 51.1354242 43.6770302)",,,,
4901387977,4897123865,0,498798537,secondary,,True,False,9.746629827513855,"LINESTRING (51.1645812 43.6399616, 51.1646785 43.6400138)",,,,
4901387977,364099116,0,1281941360,secondary,,True,False,53.67970778708561,"LINESTRING (51.1645812 43.6399616, 51.1648756 43.639663, 51.1649686 43.6395686)",проспект президента Республики Казахстан,2,,
4901387978,4897123859,0,498255578,secondary,,True,False,202.92945697043615,"LINESTRING (51.1642327 43.640463, 51.1627618 43.6419454)",проспект президента Республики Казахстан,2,,
4901387978,4897123866,0,498798538,secondary,,True,False,9.550572808158398,"LINESTRING (51.1642327 43.640463, 51.1641361 43.6404131)",,,,
4901387979,4897123871,0,498798539,residential,,True,False,7.721646950172809,"LINESTRING (51.1598235 43.6447876, 51.1599029 43.6448266)",,,,
4901387979,364100678,0,"[1281941360, 32343670]",secondary,,True,False,242.47560121687422,"LINESTRING (51.1598235 43.6447876, 51.1601113 43.6444957, 51.1605964 43.6440037, 51.1614498 43.6431381, 51.1615716 43.6430114)",проспект президента Республики Казахстан,2,,
4901387980,4897123872,0,498255578,secondary,,True,False,166.69726342388043,"LINESTRING (51.1592343 43.6455105, 51.1580379 43.6467344)",проспект президента Республики Казахстан,2,,
4901387980,4157959879,0,498798540,residential,,True,False,8.08787570689994,"LINESTRING (51.1592343 43.6455105, 51.1591509 43.6454699)",,,,
4901484126,417765747,0,"[415470113, 308715556]",tertiary,,False,True,765.6473673169037,"LINESTRING (51.168134 43.6337883, 51.1679405 43.6332669, 51.1676099 43.6324651, 51.167035 43.6310044, 51.1670179 43.6309608, 51.1664741 43.629579, 51.1663836 43.6293489, 51.1663167 43.6292164, 51.1662201 43.6290824, 51.1661235 43.6289748, 51.165968 43.628867, 51.1657548 43.6287554, 51.1655362 43.6286893, 51.1653471 43.6286505, 51.1651566 43.6286253, 51.1649314 43.6286136, 51.164706 43.6286184, 51.1644952 43.6286435, 51.1643373 43.6286876, 51.1642036 43.6287624, 51.1640927 43.6288572, 51.1640288 43.6289456, 51.1639966 43.6290408)","['Строительная улица', 'Приморский бульвар']","['4', '2']",,
4901484126,417765756,0,498810846,tertiary,,True,False,27.995398295633965,"LINESTRING (51.168134 43.6337883, 51.168147 43.6338125, 51.1682599 43.634023)",Строительная улица,,,
4901484127,417765756,0,42036539,tertiary,,False,True,4.73336668243446,"LINESTRING (51.1682058 43.6340397, 51.1682599 43.634023)",,,,
4901484127,1974286566,0,"[1518680488, 1518680489, 498810845]",tertiary,,False,False,578.384890596488,"LINESTRING (51.1682058 43.6340397, 51.1680105 43.6341501, 51.1679866 43.634173, 51.1679531 43.6342052, 51.1677592 43.6343912, 51.1676481 43.634501, 51.1673525 43.6347945, 51.1670411 43.6350984, 51.1667532 43.6354054, 51.1664476 43.63571, 51.1660296 43.6361365, 51.1656682 43.6364966, 51.1654836 43.6366816, 51.1654326 43.6367326, 51.1649328 43.6372334, 51.1646375 43.6374957, 51.1643337 43.6378, 51.1641697 43.6379643, 51.1639256 43.6382089)",,2,,
4901484127,4901484126,0,498810851,tertiary,,True,False,28.54541689854257,"LINESTRING (51.1682058 43.6340397, 51.1681411 43.6338133, 51.168134 43.6337883)",Строительная улица,,,
4901484130,4929486389,0,498810849,secondary,,True,False,10.470725285037908,"LINESTRING (51.1691558 43.6353213, 51.1692303 43.6352441)",проспект президента Республики Казахстан,,,
4901484130,4901484127,0,498810825,tertiary,,True,False,166.87420490538705,"LINESTRING (51.1691558 43.6353213, 51.1690605 43.6352612, 51.1688867 43.6351617, 51.1687763 43.6350894, 51.1687051 43.6350307, 51.1686338 43.634964, 51.1685863 43.6349149, 51.1685442 43.6348559, 51.1683183 43.6343153, 51.1682933 43.6342673, 51.1682058 43.6340397)",Строительная улица,,,
4901484131,4157959879,0,498810826,residential,,False,False,663.3846376392559,"LINESTRING (51.1528631 43.6429108, 51.1529794 43.6429738, 51.1532729 43.643133, 51.1536788 43.6433488, 51.1539377 43.6434865, 51.1546397 43.6434958, 51.1559084 43.6435126, 51.1560145 43.6435569, 51.1560664 43.6435883, 51.1560699 43.643711, 51.1560673 43.6438332, 51.1560585 43.6442583, 51.1561518 43.6443088, 51.1562501 43.6443619, 51.1575276 43.6443522, 51.1576357 43.6443534, 51.1577035 43.6443542, 51.1577658 43.6443881, 51.1578228 43.6444365, 51.1586162 43.6451493, 51.158689 43.6452129, 51.1589877 43.6453819, 51.1591509 43.6454699)",7 микрорайон,,,
4901484131,4901484161,0,498810881,tertiary,,True,False,146.52896446659636,"LINESTRING (51.1528631 43.6429108, 51.1527736 43.6430007, 51.1517981 43.6439797)",Приморский бульвар,,,
4901484136,1972769453,0,969753088,residential,,False,False,10.03611071533816,"LINESTRING (51.1456652 43.6473224, 51.145621 43.647238)",,,,
4901484136,6101082586,0,"[498810831, 498810833, 498810834, 498810836, 498810837, 498810839, 498810841]",tertiary,,True,False,798.2394127150156,"LINESTRING (51.1456652 43.6473224, 51.1453715 43.647516, 51.1444816 43.648374, 51.1437471 43.6491103, 51.143654 43.6492047, 51.1429189 43.6499501, 51.1420295 43.6508421, 51.140914 43.6519643, 51.1407055 43.6521734, 51.1403499 43.6525467, 51.1402933 43.6526056, 51.1400814 43.6528393, 51.1398309 43.6531199)",,,40,
4901484147,4901484130,0,498810850,secondary,,True,False,12.529819893943815,"LINESTRING (51.1692913 43.6353768, 51.1691558 43.6353213)",Строительная улица,,,
4901484147,4897123862,0,498255574,secondary,,True,False,187.67209854676676,"LINESTRING (51.1692913 43.6353768, 51.1691764 43.6354912, 51.1679205 43.6367422)",проспект президента Республики Казахстан,2,,
4901484161,1975555248,0,186806525,residential,,False,True,8.609181436527003,"LINESTRING (51.1517981 43.6439797, 51.1517235 43.6439242)",Бульвар Победы,,,
4901484161,4901484162,0,498810882,tertiary,,True,False,93.41177138678255,"LINESTRING (51.1517981 43.6439797, 51.1514588 43.6443205, 51.1512726 43.6445075, 51.1512382 43.644542, 51.1511195 43.6446613)",Приморский бульвар,,,
4901484161,364099249,0,"[498810883, 1211486484]",residential,,False,"[False, True]",492.4404010460589,"LINESTRING (51.1517981 43.6439797, 51.1518837 43.6440501, 51.1519272 43.6440842, 51.1525033 43.6445353, 51.1532373 43.6451101, 51.1534907 43.6452462, 51.1535123 43.6452578, 51.1537161 43.6453672, 51.1539459 43.6454906, 51.1541389 43.6455942, 51.1543698 43.6457182, 51.1548389 43.6459701, 51.1552743 43.6462038, 51.1558692 43.6465206, 51.1557664 43.6466258, 51.1556065 43.6467938, 51.1555754 43.6468267, 51.1554484 43.6469439)",Бульвар Победы,,,
4901484162,3343767456,0,498810884,tertiary,,True,False,56.53449110755183,"LINESTRING (51.1511195 43.6446613, 51.1509141 43.644874, 51.1506833 43.6450586)",Приморский бульвар,,,
4901484162,521806187,0,498810885,tertiary,,True,False,123.02017155087557,"LINESTRING (51.1511195 43.6446613, 51.1512571 43.6447415, 51.1514158 43.6448282, 51.1517711 43.6450099, 51.152089 43.6451775, 51.1523537 43.6453139)",,,,
4901494528,5419886545,0,186545278,tertiary,,True,False,13.680302694826446,"LINESTRING (51.139681 43.6532878, 51.1396668 43.6531652)",,,,
4901494528,2352559880,0,498810841,tertiary,,True,False,27.879072095944704,"LINESTRING (51.139681 43.6532878, 51.1394656 43.6534842)",,,,
4901494530,1697355706,0,"[42036557, 186545277]",residential,,False,True,795.0205180944257,"LINESTRING (51.140314 43.6558005, 51.1404749 43.6557858, 51.1412227 43.6557389, 51.1414465 43.6557249, 51.1419148 43.6556955, 51.1421897 43.6545538, 51.1423328 43.6543014, 51.1425887 43.653997, 51.1426908 43.6538926, 51.1432978 43.6532626, 51.1434018 43.6531549, 51.1444917 43.6520262, 51.1446926 43.6518808, 51.1448499 43.651767, 51.1464696 43.6509509)",14 микрорайон,,,
4901494530,4901494538,0,498812381,tertiary,,True,False,346.5149108143854,"LINESTRING (51.140314 43.6558005, 51.1408388 43.658133, 51.141006 43.6588763)",,,,
4901494532,521806367,0,"[498812381, 498812382]",tertiary,,True,False,316.3725004575547,"LINESTRING (51.141222 43.659941, 51.1412287 43.6599978, 51.1412153 43.6603471, 51.1411509 43.6606188, 51.1410543 43.6608826, 51.1405892 43.6618868, 51.1404918 43.662097, 51.1404662 43.6621993, 51.1404827 43.6622698, 51.1405308 43.6623157, 51.1405955 43.6623563, 51.1407021 43.6623728, 51.1408169 43.6623602, 51.141011 43.6623032)",,,,
4901494538,2352559516,0,498812385,residential,,True,False,8.792128536949436,"LINESTRING (51.141006 43.6588763, 51.1408988 43.6588917)",,,,
4901494538,11027222105,0,498812381,tertiary,,True,False,92.8801628440751,"LINESTRING (51.141006 43.6588763, 51.1411635 43.6595672, 51.1411845 43.6597014)",,,,
4901494539,4901494530,0,498812381,tertiary,,True,False,40.51142101924985,"LINESTRING (51.1402282 43.6554415, 51.140314 43.6558005)",,,,
4901494539,2352559445,0,498812387,residential,,False,True,8.763757489924295,"LINESTRING (51.1402282 43.6554415, 51.1401209 43.6554551)",,,,
4903312127,3343767456,0,496854412,secondary,,False,True,16.77520063611552,"LINESTRING (51.1506956 43.644908, 51.1506833 43.6450586)",,,,
4903312127,521806182,0,496851795,tertiary,,True,False,42.003369500137694,"LINESTRING (51.1506956 43.644908, 51.1508875 43.6447545, 51.1509904 43.6446562, 51.15103 43.6446184)",Приморский бульвар,,,
4907349053,4907349054,0,499463317,secondary,,True,False,76.04990199614349,"LINESTRING (51.1416576 43.6808852, 51.1414769 43.6806984, 51.1414602 43.6804707, 51.1416124 43.6802711)",,,,roundabout
4907349053,12598940298,0,499463319,secondary,,True,False,191.1260520852565,"LINESTRING (51.1416576 43.6808852, 51.1413617 43.680764, 51.1410183 43.6807105, 51.1405436 43.6807143, 51.1393363 43.6807793)",,,,
4907349054,4907349055,0,499463317,secondary,,True,False,66.20315690858317,"LINESTRING (51.1416124 43.6802711, 51.1418109 43.6801771, 51.1420451 43.6801493, 51.142216 43.6801742, 51.1423687 43.680235)",,,,roundabout
4907349055,12598940243,0,499463317,secondary,,True,False,67.7790264042851,"LINESTRING (51.1423687 43.680235, 51.1424856 43.6803228, 51.1425622 43.6804314, 51.1425918 43.6805515, 51.1425718 43.6806725, 51.142504 43.6807841)",,,,roundabout
4907349055,4901334833,0,499463322,secondary,,True,False,205.39942238775876,"LINESTRING (51.1423687 43.680235, 51.1427064 43.6803795, 51.1430205 43.6804211, 51.1435161 43.6804043, 51.1448596 43.6803411)",,,,
4929486389,6100571074,0,650246732,secondary,,True,False,12.046687364672376,"LINESTRING (51.1692303 43.6352441, 51.1693607 43.6352973)",Строительная улица,,,
4985400928,1916798204,0,536275891,secondary,,True,False,78.41369619988022,"LINESTRING (51.1523295 43.6524285, 51.1514911 43.6527881)",проспект президента Республики Казахстан,,,
4985400928,364098938,0,1281941357,secondary,,True,False,58.70694422693436,"LINESTRING (51.1523295 43.6524285, 51.1530408 43.6525463)",,,,
5027483858,5027483859,0,583682721,tertiary,,False,False,16.52372254995219,"LINESTRING (51.1812306 43.6905835, 51.1810728 43.6906787)",,,,
5027483858,521806870,0,"[1218658800, 1383298301]",tertiary,,False,"[False, True]",387.3773097396116,"LINESTRING (51.1812306 43.6905835, 51.1815617 43.6904459, 51.1820732 43.6902332, 51.1822901 43.6901468, 51.1827548 43.6899993, 51.1836478 43.6897103, 51.1837323 43.6896889, 51.1839926 43.6896281, 51.1846807 43.6894469, 51.1849638 43.6893724, 51.1854663 43.6892474, 51.1855364 43.68923, 51.1856407 43.6892041)",,,,
5027483859,5027483858,0,583682721,tertiary,,False,True,16.52372254995219,"LINESTRING (51.1810728 43.6906787, 51.1812306 43.6905835)",,,,
5027483859,6113970953,0,514636326,tertiary,,True,False,340.627274344606,"LINESTRING (51.1810728 43.6906787, 51.180851 43.6904066, 51.1799698 43.6893257, 51.1797718 43.6890828, 51.17925 43.6884511, 51.1789132 43.6880433)",,,,
5027483859,5027483864,0,583682721,tertiary,,False,False,321.2144630161353,"LINESTRING (51.1810728 43.6906787, 51.1808992 43.6907759, 51.1808478 43.6908103, 51.1807748 43.6908591, 51.1802489 43.6911984, 51.1801551 43.69126, 51.1799772 43.69142, 51.1799089 43.6914803, 51.1792844 43.6920163, 51.1787359 43.6925155, 51.1784051 43.6928166)",,,,
5027483864,5027483859,0,583682721,tertiary,,False,True,321.21446301613537,"LINESTRING (51.1784051 43.6928166, 51.1787359 43.6925155, 51.1792844 43.6920163, 51.1799089 43.6914803, 51.1799772 43.69142, 51.1801551 43.69126, 51.1802489 43.6911984, 51.1807748 43.6908591, 51.1808478 43.6908103, 51.1808992 43.6907759, 51.1810728 43.6906787)",,,,
5027483864,11100995438,0,1078364748,residential,,False,False,392.74470518934237,"LINESTRING (51.1784051 43.6928166, 51.1782296 43.6930922, 51.1778929 43.6934002, 51.1777662 43.6936321, 51.1775883 43.6938716, 51.1774327 43.6941167, 51.1773198 43.6942798, 51.1770675 43.6946054, 51.1768216 43.6949267, 51.1765775 43.6952124, 51.1765024 43.6952812, 51.1764434 43.6953307, 51.1764005 43.6953674, 51.1762986 43.6953771, 51.176198 43.695351, 51.1759163 43.6952172, 51.1758962 43.6951939, 51.1758734 43.6951678, 51.1758667 43.695127, 51.1759096 43.6950417)",,,,
5027483864,5027483890,0,1457757557,tertiary,,False,False,143.6473926926036,"LINESTRING (51.1784051 43.6928166, 51.1781997 43.6927228, 51.1768943 43.692127)",,,,
5027483890,11350250693,0,"[552579217, 1104435868]",residential,,False,False,231.12098793251937,"LINESTRING (51.1768943 43.692127, 51.1767984 43.6922345, 51.175977 43.6931547, 51.1758752 43.6933063, 51.1756541 43.6935869, 51.175476 43.6938649, 51.1754233 43.693908)",,,,
5027483890,2351156943,0,652085843,tertiary,,False,False,212.97596336798443,"LINESTRING (51.1768943 43.692127, 51.1757538 43.6915437, 51.175016 43.6911717, 51.1747269 43.6910259)",,,,
5027483890,5027483864,0,1457757557,tertiary,,False,True,143.6473926926036,"LINESTRING (51.1768943 43.692127, 51.1781997 43.6927228, 51.1784051 43.6928166)",,,,
5055208630,5083515476,0,187088843,secondary,,True,False,90.09072662256828,"LINESTRING (51.1931194 43.6852626, 51.1920171 43.6851176)",,,,
5055208630,12684943935,0,"[518175605, 187088799]",residential,,False,True,281.6184590189143,"LINESTRING (51.1931194 43.6852626, 51.1930871 43.6854998, 51.1930806 43.6877941)",,,,
5055208631,5500402578,0,1483888479,secondary,,True,False,8.239271618978346,"LINESTRING (51.1823955 43.6839876, 51.1824967 43.683976)",,,,
5055208631,10672306638,0,"[1525824426, 1483888478]",secondary,,True,False,172.43881557853786,"LINESTRING (51.1823955 43.6839876, 51.1823616 43.6839131, 51.1819867 43.6831861, 51.1816534 43.6825327)",,,,
5055208632,4145010313,0,518175607,residential,,False,True,15.154211497146642,"LINESTRING (51.1892528 43.6804492, 51.1890675 43.680474)",,,,
5055208632,5055208634,0,521781775,residential,,False,False,104.54820542252384,"LINESTRING (51.1892528 43.6804492, 51.1899719 43.6796659)",,,,
5055208632,5055208633,0,521781775,residential,,False,True,18.228007612871266,"LINESTRING (51.1892528 43.6804492, 51.1891322 43.680588)",,,,
5055208633,5055208632,0,521781775,residential,,False,False,18.228007612871266,"LINESTRING (51.1891322 43.680588, 51.1892528 43.6804492)",,,,
5055208633,4854877868,0,521781775,residential,,False,True,88.8906825311943,"LINESTRING (51.1891322 43.680588, 51.1885437 43.6812647)",,,,
5055208633,3745974613,0,"[518175608, 370934108]",residential,,False,True,137.4309142633915,"LINESTRING (51.1891322 43.680588, 51.1891494 43.6806837, 51.189424 43.6818057)",,,,
5055208634,4854877870,0,521781775,residential,,False,False,8.796799571506506,"LINESTRING (51.1899719 43.6796659, 51.1900259 43.6795971)",,,,
5055208634,5055208632,0,521781775,residential,,False,True,104.54820542252384,"LINESTRING (51.1899719 43.6796659, 51.1892528 43.6804492)",,,,
5055208634,3745974612,0,"[370934112, 518175609]",residential,,False,True,224.84228908077895,"LINESTRING (51.1899719 43.6796659, 51.1900415 43.6797937, 51.1905435 43.6816431)",,,,
5074830873,1978369527,0,572705173,residential,,True,False,21.230099952705498,"LINESTRING (51.170571 43.6780764, 51.1706472 43.6782592)",,,,
5074830873,3333839670,0,520727939,residential,,False,False,197.19471516831368,"LINESTRING (51.170571 43.6780764, 51.1709891 43.6779636, 51.1710964 43.6779239, 51.1711366 43.677902, 51.1711628 43.6778579, 51.171203 43.6778196, 51.1713365 43.6777658, 51.1727872 43.6773725)",,,,
5074830873,7721666233,0,520727940,residential,,False,False,256.29323440012246,"LINESTRING (51.170571 43.6780764, 51.1698318 43.6783012, 51.1695039 43.6783846, 51.1694328 43.6783841, 51.1693134 43.6783564, 51.1691894 43.6783463, 51.1691304 43.6783555, 51.1688467 43.6784078, 51.1687528 43.67842, 51.1686771 43.678404, 51.1685818 43.6783642, 51.1681848 43.6781449, 51.1677155 43.6778994)",,,,
5074830875,7721666233,0,520727940,residential,,False,True,209.6128412933431,"LINESTRING (51.1656038 43.6767944, 51.1677155 43.6778994)",,,,
5074830875,1978369475,0,187081175,residential,,False,False,96.55266430508604,"LINESTRING (51.1656038 43.6767944, 51.1657152 43.6766654, 51.1662738 43.676074)",,,,
5074830875,1978369502,0,187081175,residential,,False,True,59.20161121353867,"LINESTRING (51.1656038 43.6767944, 51.1653031 43.6770777, 51.1651555 43.6772167)",,,,
5074830875,5074830877,0,520727940,residential,,False,False,314.8738295557234,"LINESTRING (51.1656038 43.6767944, 51.1642361 43.6760829, 51.1636184 43.6757589, 51.16344 43.6756183, 51.1634119 43.6755446, 51.163436 43.6754864, 51.1640548 43.6749055)",,,,
5074830877,1978369475,0,187081169,residential,,True,False,220.74842024770197,"LINESTRING (51.1640548 43.6749055, 51.1662738 43.676074)",Толкын-1 микрорайон,,,
5074830877,5074830875,0,520727940,residential,,False,True,314.8738295557234,"LINESTRING (51.1640548 43.6749055, 51.163436 43.6754864, 51.1634119 43.6755446, 51.16344 43.6756183, 51.1636184 43.6757589, 51.1642361 43.6760829, 51.1656038 43.6767944)",,,,
5083515471,3745974618,0,493588207,residential,,False,True,94.08063903163875,"LINESTRING (51.194434 43.6837095, 51.1932718 43.6836121)",,,,
5083515471,4854877878,0,493588207,residential,,False,False,93.98689011833795,"LINESTRING (51.194434 43.6837095, 51.194823 43.683721, 51.1956019 43.6836991)",,,,
5083515471,3745974609,0,521781771,residential,,False,False,285.98726157167175,"LINESTRING (51.194434 43.6837095, 51.1943747 43.6834541, 51.1940454 43.6820367, 51.1938448 43.6811731)",,,,
5083515472,5501943504,0,572710640,residential,,True,False,8.935137304256001,"LINESTRING (51.1931477 43.678328, 51.1931629 43.6784076)",,,,
5083515472,12686950944,0,572710652,tertiary,,True,False,60.568183247826056,"LINESTRING (51.1931477 43.678328, 51.1938945 43.6782574)",,,,
5083515474,4854877877,0,521781775,residential,,False,False,89.0672678708155,"LINESTRING (51.1883684 43.684349, 51.188368 43.683548)",,,,
5083515474,5083515477,0,521781776,secondary,,True,False,303.267922490569,"LINESTRING (51.1883684 43.684349, 51.1920351 43.6849874)",,,,
5083515475,1341950367,0,23371431,primary,KR-1,False,True,7.881265623346303,"LINESTRING (51.1956974 43.6856689, 51.1956762 43.6857381)",,,,
5083515475,10291009851,0,23371431,primary,KR-1,False,False,154.90347708235473,"LINESTRING (51.1956974 43.6856689, 51.1957684 43.685268, 51.1957987 43.6849176, 51.1958016 43.6847935, 51.1957647 43.6845432, 51.1957262 43.6842827)",,,,
5083515475,6101174295,0,521781776,secondary,,True,False,60.31903367270225,"LINESTRING (51.1956974 43.6856689, 51.1958969 43.6857464, 51.1963631 43.6859189)",,,,
5083515476,1978435458,0,187088843,secondary,,True,False,17.842003622462958,"LINESTRING (51.1920171 43.6851176, 51.1918028 43.685076)",,,,
5083515476,5083515477,0,521781773,secondary_link,,False,False,14.549770796566092,"LINESTRING (51.1920171 43.6851176, 51.1920351 43.6849874)",,,,
5083515477,5083515476,0,521781773,secondary_link,,False,True,14.549770796566092,"LINESTRING (51.1920351 43.6849874, 51.1920171 43.6851176)",,,,
5083515477,5083515475,0,521781776,secondary,,True,False,304.5461167257039,"LINESTRING (51.1920351 43.6849874, 51.1938706 43.6852526, 51.1947705 43.6854524, 51.1954048 43.6855932, 51.1956974 43.6856689)",,,,
5083515479,5055208630,0,187088843,secondary,,True,False,97.0333011017735,"LINESTRING (51.1942944 43.6854614, 51.1931194 43.6852626)",,,,
5083515479,12684943935,0,521781774,residential,,False,True,298.9495479267577,"LINESTRING (51.1942944 43.6854614, 51.1942813 43.6867229, 51.1942533 43.686801, 51.1934352 43.6876777, 51.1933802 43.6877213, 51.1932971 43.6877523, 51.1930806 43.6877941)",,,,
5083515480,5083515474,0,521781772,secondary,,True,False,60.69862802141205,"LINESTRING (51.1876352 43.6842192, 51.1883684 43.684349)",,,,
5083515480,1978435386,0,521781777,residential,,False,True,13.947183587607169,"LINESTRING (51.1876352 43.6842192, 51.1875825 43.6843387)",,,,
5083515481,1978435379,0,521781778,residential,,False,True,12.429745976786116,"LINESTRING (51.1848716 43.6837641, 51.1848441 43.6838741)",,,,
5083515481,5083515480,0,521781772,secondary,,True,False,227.99909760686415,"LINESTRING (51.1848716 43.6837641, 51.1853465 43.6838209, 51.1876352 43.6842192)",,,,
5083515484,5083515488,0,521781772,secondary,,True,False,71.39106358052915,"LINESTRING (51.1829251 43.6839268, 51.1837969 43.6838054)",,,,
5083515484,5083515485,0,521781780,residential,,False,False,278.8911330205761,"LINESTRING (51.1829251 43.6839268, 51.1823972 43.6814479)",,,,
5083515485,5083515484,0,521781780,residential,,False,True,278.8911330205761,"LINESTRING (51.1823972 43.6814479, 51.1829251 43.6839268)",,,,
5083515486,12686950949,0,23371431,primary,KR-1,False,True,5.127240174029734,"LINESTRING (51.1940607 43.6780705, 51.1940726 43.6781158)",,,,
5083515486,9623011423,0,23371431,primary,KR-1,False,False,318.0275215000156,"LINESTRING (51.1940607 43.6780705, 51.1938613 43.6771893, 51.193789 43.6767949, 51.1937597 43.6763089, 51.1937985 43.6758424, 51.1938679 43.6753846, 51.1939019 43.6752316)",,,,
5083515486,3333846378,0,521781781,residential,,False,False,86.14464317964965,"LINESTRING (51.1940607 43.6780705, 51.1938482 43.6779559, 51.1936992 43.6778045, 51.1935946 43.6774146)",,,,
5083515488,5503192019,0,521781772,secondary,,True,False,38.72912204374525,"LINESTRING (51.1837969 43.6838054, 51.1842726 43.6837509)",,,,
5083515488,6100571064,0,521781782,residential,,False,False,337.78658461211984,"LINESTRING (51.1837969 43.6838054, 51.1833393 43.681331, 51.1833094 43.6811831, 51.1832666 43.6809269, 51.1832417 43.6807943)",,,,
5107499833,9826767393,0,1070816015,residential,,False,True,522.0614021509788,"LINESTRING (51.1637308 43.6922819, 51.1638942 43.6923418, 51.1654868 43.6929576, 51.1667545 43.6933541, 51.1686469 43.6939357, 51.1688294 43.6939381, 51.1689477 43.693877, 51.1691437 43.6936938, 51.1692383 43.6936229, 51.1693024 43.6936083, 51.1693566 43.693596, 51.1695051 43.6936353)",,,,
