feature_group,sum_mean_abs_shap_log_odds,share_percent
historical,0.5152035596975666,47.222332647513824
road,0.43977644816273853,40.308863040219876
POI,0.13402085350288648,12.284032605543574
calendar,0.002015890272628307,0.1847717067227221
weather,0.0,0.0
