feature_group,sum_mean_abs_shap_log_odds,share_percent
historical,0.5094662576986158,51.11804033606313
road,0.29742635790135075,29.84270759930036
POI,0.1065546105828687,10.691312328265663
calendar,0.04938623575447942,4.955240024624424
weather,0.03381322942497866,3.39269971174641
